Project	Fully-Qualified Class Name	Module	Description
client	com.l3com.apps.commongui.components.tablefilter.FilterEvent.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.FilterListener.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.FilterPopup.java	APPS System-Wide Graphical User Interface Components	A graphical component that displays the filters that can be applied to a table column.
client	com.l3com.apps.commongui.components.tablefilter.FilterRow.java	APPS System-Wide Graphical User Interface Components	A row in a FilterPopup table that contains a checkbox and a value that can be applied as a table filter by checking or unchecking the checkbox.
client	com.l3com.apps.commongui.components.tablefilter.LineInterface.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.lookup.LookupColumnId.java	Lookup Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.lookup.LookupFilterableTableModel.java	Lookup Management	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.commongui.components.tablefilter.lookup.LookupFilterPopup.java	Lookup Management	A graphical component that displays the filters that can be applied to a table column.
client	com.l3com.apps.commongui.components.tablefilter.lookup.LookupTableHeaderRenderer.java	Lookup Management	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.commongui.components.tablefilter.lookup.LookupTableSorter.java	Lookup Management	Contains the logic for how to compare and sort the objects in a table based on the sort criteria the user has applied to the table's columns
client	com.l3com.apps.commongui.components.tablefilter.lookup.ResetLookupTableProvider.java	Lookup Management	A utility class that provides access to a module's filterable and/or sortable table and table model in order to reset their filtered and/or sorted status
client	com.l3com.apps.commongui.components.tablefilter.menu.DoubleAction.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.menu.DoubleResetSortAndFilterButton.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.menu.paste.RightClickPasteMenu.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.menu.paste.TableValuePaster.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.menu.ResetColumnOrderAction.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.menu.ResetSortAndFilterAction.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.menu.ResetSortAndFilterMenu.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.menu.ResetSortAndFilterMenuButton.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.reset.ResetTableProvider.java	APPS System-Wide Graphical User Interface Components	A utility class that provides access to a module's filterable and/or sortable table and table model in order to reset their filtered and/or sorted status
client	com.l3com.apps.commongui.components.tablefilter.string.StringColumnId.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.string.StringFilterPopup.java	APPS System-Wide Graphical User Interface Components	A graphical component that displays the filters that can be applied to a table column.
client	com.l3com.apps.commongui.components.tablefilter.string.StringTableHeaderRenderer.java	APPS System-Wide Graphical User Interface Components	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.commongui.components.tablefilter.string.StringTableSorter.java	APPS System-Wide Graphical User Interface Components	Contains the logic for how to compare and sort the objects in a table based on the sort criteria the user has applied to the table's columns
client	com.l3com.apps.commongui.components.tablefilter.TableFilter.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.tablefilter.TableHeaderRenderer.java	APPS System-Wide Graphical User Interface Components	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.commongui.components.tablefilter.TableSorter.java	APPS System-Wide Graphical User Interface Components	Contains the logic for how to compare and sort the objects in a table based on the sort criteria the user has applied to the table's columns
client	com.l3com.apps.commongui.components.textareas.bulleted.BulletedTextArea.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.components.textareas.bulleted.DataTransferer.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.components.textareas.bulleted.PlainTextTransferHandler.java	APPS System-Wide Graphical User Interface Components	A daemon thread that runs at preset intervals to perform system functions
client	com.l3com.apps.commongui.components.textareas.DisplayOnlyTextArea.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.components.textareas.HtmlTextArea.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.components.textareas.JAppsBulletedTextArea.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.components.textareas.JAppsTextArea.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.components.textareas.JGhostedHighlightedTextArea.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.components.textareas.JGhostedTextArea.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.components.textfields.JGhostedTextField.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextField class. A user interface component that allows for freeform text entry. Text fields may be configured with additional features, such as limiting the maximum characters it can contain, or enforcing numeric input"
client	com.l3com.apps.commongui.components.textfields.JNumericTextField.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextField class. A user interface component that allows for freeform text entry. Text fields may be configured with additional features, such as limiting the maximum characters it can contain, or enforcing numeric input"
client	com.l3com.apps.commongui.components.toggletoolbar.CopycatAction.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.AbstractAction. When applied to a user interface component, such as a button or a dropdown box, notifies the module's controller that the user has interacted with the component"
client	com.l3com.apps.commongui.components.toggletoolbar.JDropDownButton.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JButton class. A user interface component that allows the user to perform an action by clicking it. A button may display text, and icon, or both"
client	com.l3com.apps.commongui.components.toggletoolbar.JToggleToolBar.java	APPS System-Wide Graphical User Interface Components	"A user interface component at the top of a window, below the menu. A typical toolbar contains buttons that allow the user to, for example, save, delete, and refresh their work within the module"
client	com.l3com.apps.commongui.components.toggletoolbar.JToggleToolBarButton.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JButton class. A user interface component that allows the user to perform an action by clicking it. A button may display text, and icon, or both"
client	com.l3com.apps.commongui.components.toggletoolbar.ToggleViewState.java	APPS System-Wide Graphical User Interface Components	"A user interface component at the top of a window, below the menu. A typical toolbar contains buttons that allow the user to, for example, save, delete, and refresh their work within the module"
client	com.l3com.apps.commongui.components.treetable.AbstractTreeTableLine.java	APPS System-Wide Graphical User Interface Components	"An implementation of the javax.swing.tree.TreeNode interface. Represents a line in a table that can be expanded, collapsed, and contain other lines as children"
client	com.l3com.apps.commongui.components.treetable.AbstractTreeTableModel.java	APPS System-Wide Graphical User Interface Components	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.commongui.components.treetable.JTreeTable.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.components.treetable.TreeTableModel.java	APPS System-Wide Graphical User Interface Components	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.commongui.components.treetable.TreeTableModelAdapter.java	APPS System-Wide Graphical User Interface Components	An implementation of the javax.swing.table.TableModel interface. Supplied to a javax.swing.JTable as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.commongui.components.WaitLayerUI.java	APPS System-Wide Graphical User Interface Components	  
client	com.l3com.apps.commongui.components.WaitPanel.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.exceptions.ControllerException.java	APPS System-Wide Graphical User Interface Components	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.commongui.exceptions.ServicesException.java	APPS System-Wide Services	An extension of the java.lang.Exception class. Defines a checked exception that must be handled by a module's controller
client	com.l3com.apps.commongui.exceptions.ValidationException.java	APPS System-Wide Graphical User Interface Components	An extension of the java.lang.Exception class. Defines a checked exception that must be handled by a module's controller
client	com.l3com.apps.commongui.icon.FrameButtonIcon.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JButton class. A user interface component that allows the user to perform an action by clicking it. A button may display text, and icon, or both"
client	com.l3com.apps.commongui.icon.TreeIcon.java	APPS System-Wide Graphical User Interface Components	"A graphical icon, such as the minimize, maximize, and close icons in the top right corner of most windows"
client	com.l3com.apps.commongui.icon.TristateMixedIcon.java	APPS System-Wide Graphical User Interface Components	"A graphical icon, such as the minimize, maximize, and close icons in the top right corner of most windows"
client	com.l3com.apps.commongui.listeners.AppendListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ApplyTextListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.AttachFilesListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.AttachImageListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.CheckListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.CloseListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.CreateListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.CutListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.DataChangeListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.DeleteListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.DemoteListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.DesktopListener.java	APPS Desktop	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.DialogListener.java	APPS System-Wide Graphical User Interface Components	"A small window that provides additional functionality for a module, such as preference setting or filtering"
client	com.l3com.apps.commongui.listeners.DownloadListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.EditListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.EmailListener.java	Email	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.EnableListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.FilterListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ForwardBackListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.FrameController.java	APPS System-Wide Graphical User Interface Components	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.commongui.listeners.HyperlinkMouseoverListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.LoadListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.MaskableImpl.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.MoveDownListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.MoveUpListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.OkListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.PasteListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.PopulateListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.PopupSpellListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.PromoteListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.QueryListener.java	Query	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.RefreshListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ReplaceListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ReplicateListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ReportListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ResetListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ResourceTypeListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ReviewListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.SaveListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.SaveToFileListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.SearchListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.SelectAttachmentListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.SelectListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.SendListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.StoreFiltersListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.TextTypeListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ToggleCheckboxListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.TreeExpansionListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.UserPropertiesListener.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.listeners.ValidationInterface.java	APPS System-Wide Graphical User Interface Components	"An interface that is implemented by a module's controller, and whose method is called by a module's view when a predefined user action occurs"
client	com.l3com.apps.commongui.Maskable.java	APPS System-Wide Graphical User Interface Components	  
client	com.l3com.apps.commongui.models.SortedListModel.java	APPS System-Wide Graphical User Interface Components	An extension of the javax.swing.AbstractListModel class. Supplied to a javax.swing.JList or javax.swing.JComboBox as the model component of the underlying MVC architecture used by Java Swing components
client	com.l3com.apps.commongui.renderers.AbrevExecutionIssueTitleListRenderer.java	Execution Issue	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.AbrevPeTableRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.AbrevRIListRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.AbrevRITableRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.AbrevSummaryTitleListRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.BorderlessTableCellEditor.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.renderers.CalendarDialog.java	APPS System-Wide Graphical User Interface Components	"A small window that provides additional functionality for a module, such as preference setting or filtering"
client	com.l3com.apps.commongui.renderers.CenterTableCellRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.CheckBoxHeaderRenderer.java	APPS System-Wide Graphical User Interface Components	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.commongui.renderers.ClickTableCellEditor.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.renderers.DistributionNameListRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.EditableJComboBoxEditor.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.renderers.IssueCategoryListRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.JTableCellEditor.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.renderers.JTextAreaCellEditor.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.renderers.JTextAreaCellRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of the javax.swing.JTextArea class. A user interface component that allows for freeform text entry. Text areas may be configured with additional features, such as spell checking and limiting the maximum characters it can contain"
client	com.l3com.apps.commongui.renderers.LookupDynamicListRenderer.java	Lookup Management	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.LookupDynamicTableRenderer.java	Lookup Management	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.LookupHeaderRenderer.java	Lookup Management	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.commongui.renderers.LookupIdNameListRenderer.java	Lookup Management	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.LookupIdNameTableRenderer.java	Lookup Management	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.LookupNameListRenderer.java	Lookup Management	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.LookupNameTableEditor.java	Lookup Management	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.renderers.LookupNameTableRenderer.java	Lookup Management	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.PermissionGroupTableRenderer.java	Execution Permission Management	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.PopupDialog.java	APPS System-Wide Graphical User Interface Components	"A small window that provides additional functionality for a module, such as preference setting or filtering"
client	com.l3com.apps.commongui.renderers.RadioButtonEditor.java	APPS System-Wide Graphical User Interface Components	An extension of the javax.swing.JRadioButton class. A user interface component that enforces exactly one item be selected in a group of related items
client	com.l3com.apps.commongui.renderers.RadioButtonRenderer.java	APPS System-Wide Graphical User Interface Components	An extension of the javax.swing.JRadioButton class. A user interface component that enforces exactly one item be selected in a group of related items
client	com.l3com.apps.commongui.renderers.ResourceTypeListRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
